id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2067,20150409T000000,2,1,930,3200,1,0,0,3,7,930,0,1904,0,98122,47.609,-122.314,1690,3840
2068,20141015T000000,4,2.75,3520,19200,1,1,4,4,9,1950,1570,1951,0,98136,47.525,-122.393,2450,7000
2069,20140516T000000,3,2.5,1870,5874,2,0,0,3,7,1870,0,2005,0,98042,47.3992,-122.163,2090,4060
2070,20141105T000000,3,2.5,2270,9600,2,0,0,3,9,2270,0,1990,0,98011,47.7388,-122.206,2580,9617
2071,20140702T000000,4,3,1940,8170,1,0,0,4,7,1940,0,1948,0,98155,47.7381,-122.302,1310,8169
2072,20140714T000000,5,3.25,3070,5000,2,0,0,3,9,2050,1020,2006,0,98103,47.6742,-122.356,2070,5000
2073,20140610T000000,3,2,1320,7200,1,0,0,5,7,1320,0,1975,0,98031,47.3947,-122.174,1540,7200
2074,20150501T000000,3,2.5,2810,6300,2,0,0,3,8,2810,0,2001,0,98074,47.6077,-122.02,2860,6630
2075,20140828T000000,3,2.5,2000,6341,1,0,0,5,8,1040,960,1981,0,98116,47.5639,-122.401,2030,6341
2076,20150217T000000,4,1.75,1910,8171,1,0,0,3,7,1910,0,1986,0,98030,47.35,-122.168,1910,7542
2077,20141103T000000,3,2.25,2520,7975,2,0,0,4,9,1550,970,1990,0,98033,47.6704,-122.183,2520,9900
2078,20141229T000000,3,1,1040,9600,1,0,0,3,7,1040,0,1978,0,98053,47.6738,-122.063,1370,10889
2079,20140521T000000,3,2.5,1990,8991,1,0,0,3,7,1570,420,1969,0,98042,47.3939,-122.164,1920,8991
2080,20140821T000000,3,1,1680,8910,1,0,0,4,7,1680,0,1940,0,98117,47.7011,-122.375,1620,7182
2081,20150127T000000,5,1.75,2640,13290,1,1,4,4,8,1400,1240,1954,0,98178,47.5022,-122.223,2400,11942
2082,20150226T000000,3,1.75,2130,9775,1,0,0,4,8,1430,700,1973,0,98027,47.5326,-122.049,2130,11250
2083,20140711T000000,3,1.75,1640,53400,1,0,0,4,7,1640,0,1966,0,98070,47.3944,-122.506,1850,380279
2084,20140827T000000,3,2,1320,5665,1,0,0,3,7,1320,0,1986,0,98023,47.3096,-122.357,1336,7080
2085,20141113T000000,3,2,1450,8928,1,0,0,3,7,1450,0,1998,0,98042,47.3637,-122.075,2050,8523
2086,20140822T000000,3,2.5,1370,4400,1,0,0,3,8,1370,0,1988,0,98034,47.7139,-122.203,1630,4400
2087,20141119T000000,3,2.5,1810,3192,1,0,0,3,7,1070,740,2001,0,98019,47.7364,-121.969,1740,3720
2088,20140701T000000,3,2.75,2090,9620,1,0,0,3,8,1340,750,1987,0,98023,47.2741,-122.337,2150,9660
2089,20141210T000000,3,2.25,2400,16301,1,0,0,3,8,1400,1000,1962,0,98115,47.6901,-122.282,1720,9828
2090,20141114T000000,3,1.75,1340,13241,1,0,2,3,7,1340,0,1985,0,98034,47.7268,-122.213,2090,9704
2091,20140606T000000,4,2,1470,8395,1,0,0,4,7,1470,0,1965,0,98008,47.631,-122.117,1760,7976
2092,20141224T000000,3,1,1580,8206,1,0,0,3,7,1100,480,1962,0,98198,47.3676,-122.312,1600,8196
2093,20150113T000000,2,1,750,4000,1,0,0,2,6,750,0,1933,0,98108,47.54,-122.32,1160,4000
2094,20140513T000000,4,2.5,5300,26211,2,1,2,2,10,4570,730,1923,0,98105,47.661,-122.269,3890,19281
2095,20140814T000000,3,3.25,4160,35153,3,0,2,3,12,3690,470,2001,0,98040,47.5749,-122.214,3290,11533
2096,20140917T000000,3,2,1450,7300,1.5,0,0,5,7,1450,0,1955,0,98133,47.7517,-122.342,1660,9069
2097,20150402T000000,3,1.75,2060,3500,1,0,0,5,7,1030,1030,1951,0,98118,47.5635,-122.282,1110,6000
2098,20140820T000000,3,2,1990,3000,1.5,0,2,5,8,1430,560,1927,0,98144,47.5891,-122.293,1780,5000
2099,20141009T000000,5,3,2020,5917,1,0,0,3,7,1220,800,1993,0,98108,47.5482,-122.294,2130,5529
2100,20140626T000000,4,3.5,3990,5267,2,0,0,3,10,3990,0,2008,0,98006,47.5641,-122.124,3230,6481
2101,20140515T000000,4,1.75,3550,19865,2,0,0,3,9,3550,0,1962,2002,98039,47.6236,-122.235,3000,19862
2102,20140903T000000,4,2.5,3320,52707,2,0,0,3,10,3320,0,1999,0,98074,47.6247,-122.016,3040,54450
2103,20140822T000000,3,1,1200,6628,1,0,0,4,7,1200,0,1952,0,98155,47.7367,-122.319,1330,6768
2104,20141003T000000,3,1,1030,7200,1,0,0,3,6,880,150,1948,0,98126,47.5255,-122.376,1030,7200
2105,20140812T000000,4,2.5,2370,10580,2,0,0,3,8,2370,0,1966,0,98055,47.464,-122.192,1590,8584
2106,20140905T000000,3,1.75,1420,8250,1,0,0,4,7,1420,0,1960,0,98007,47.6112,-122.133,2020,8250
2107,20140814T000000,5,2.75,2910,15118,1,0,0,5,9,1780,1130,1972,0,98006,47.5696,-122.183,2880,15253
2108,20140729T000000,2,2.5,1860,6359,2,0,0,3,7,1860,0,2003,0,98038,47.3847,-122.029,1860,6359
2109,20140604T000000,3,2,1800,12669,1,0,0,3,7,1800,0,1956,1990,98033,47.6935,-122.173,1970,9775
2110,20150313T000000,3,2,1860,5146,2,0,0,3,8,1860,0,1991,0,98029,47.5706,-121.999,1950,5146
2111,20140701T000000,3,1.75,1170,8239,1,0,0,3,7,1170,0,1981,0,98042,47.3679,-122.088,1180,7866
2112,20141022T000000,3,3.25,3130,9302,2,0,0,3,8,2190,940,1987,0,98023,47.3078,-122.338,2350,7949
2113,20141106T000000,4,3.5,3740,41458,2,0,2,3,11,3740,0,2000,0,98072,47.7375,-122.139,3750,38325
2114,20140524T000000,3,1.75,1260,6908,1,0,0,3,7,1260,0,1994,0,98038,47.385,-122.031,1810,7159
2115,20150114T000000,4,2.5,1670,8056,1,0,0,3,7,1170,500,1961,0,98168,47.4884,-122.319,1360,8056
2116,20150407T000000,3,3.5,3620,8072,2,0,0,3,10,2920,700,1999,0,98006,47.5646,-122.127,3680,9624
2117,20141021T000000,3,1,1040,8645,1,0,0,4,7,1040,0,1962,0,98042,47.3631,-122.116,1290,8645
2118,20140920T000000,2,1.5,1210,5000,1.5,0,0,5,6,1210,0,1907,0,98117,47.6793,-122.397,1570,5000
2119,20141028T000000,2,1,750,5026,1,0,0,4,6,750,0,1942,0,98126,47.5368,-122.374,1260,5040
2120,20150429T000000,3,2.25,2510,10418,1,0,0,3,8,1810,700,1968,0,98115,47.7003,-122.285,2510,9435
2121,20140520T000000,3,1.5,1540,4773,2,0,0,3,8,1540,0,1941,2009,98126,47.5678,-122.378,1540,5750
2122,20150429T000000,3,1.75,1380,8400,1,0,0,3,7,1380,0,1967,0,98003,47.3117,-122.321,1540,8400
2123,20141027T000000,3,0.75,1420,3060,1,0,0,4,7,860,560,1923,0,98103,47.6872,-122.346,1350,4000
2124,20140904T000000,3,2.5,3000,5000,1.5,0,0,4,7,2110,890,1918,0,98144,47.5781,-122.293,1970,5000
2125,20140603T000000,3,2,1880,10758,1,0,0,5,6,940,940,1952,0,98059,47.5091,-122.144,2060,21000
2126,20140714T000000,3,1.75,1010,7171,1,0,0,4,7,1010,0,1967,0,98034,47.7317,-122.231,1250,7560
2127,20140709T000000,3,2.5,1460,3044,2,0,0,3,7,1460,0,2000,0,98108,47.544,-122.296,1490,3044
2128,20140806T000000,4,2.75,2230,9460,1,0,0,5,7,1480,750,1960,0,98027,47.5246,-122.044,1760,10878
2129,20140602T000000,4,2.5,2070,7476,2,0,0,3,8,2070,0,2003,0,98092,47.3352,-122.189,2430,5500
2130,20140520T000000,4,2.75,2620,13777,1.5,0,2,4,9,1720,900,1926,0,98144,47.58,-122.285,3530,9287
2131,20150410T000000,3,2.5,1740,1308,3,0,0,3,8,1740,0,2008,0,98116,47.5892,-122.387,1740,1280
2132,20141028T000000,2,1,1000,4956,1,0,2,4,7,1000,0,1916,0,98107,47.6753,-122.36,1830,4959
2133,20141105T000000,3,2.75,3340,12690,1,0,0,3,10,2550,790,1956,1988,98105,47.6665,-122.27,3340,9480
2134,20150511T000000,2,2,1850,4667,1,0,0,3,8,1850,0,2010,0,98053,47.7101,-122.014,1860,6008
2135,20140620T000000,3,3.25,3050,18892,1,1,4,4,8,1650,1400,1962,0,98198,47.3881,-122.326,1170,70973
2136,20140603T000000,3,1,1250,15603,1,0,0,4,7,1250,0,1959,0,98056,47.5093,-122.172,1720,10220
2137,20140620T000000,4,2,1890,6302,2,0,0,3,7,1890,0,1997,0,98030,47.3846,-122.205,1690,5369
2138,20141028T000000,5,2.5,3150,35283,1,0,0,3,10,1800,1350,1975,0,98005,47.6368,-122.157,3280,35283
2139,20140519T000000,4,3.5,2640,5900,2,0,2,3,8,2640,0,1937,1998,98136,47.5421,-122.383,1700,5900
2140,20141104T000000,3,2,1550,8300,1,0,0,4,8,1550,0,1965,0,98055,47.4654,-122.195,1860,8000
2141,20140730T000000,3,1.75,1260,10065,1,0,0,3,7,1260,0,1954,2014,98006,47.5727,-122.138,1320,10278
2142,20140516T000000,2,1,870,6150,1,0,0,3,6,870,0,1941,0,98106,47.5256,-122.347,1120,6150
2143,20141110T000000,3,2,1230,8235,1.5,0,0,3,6,1230,0,1959,0,98168,47.4853,-122.304,1080,10281
2144,20150107T000000,4,2,2290,9200,1.5,0,0,3,7,2290,0,1920,0,98166,47.4678,-122.363,2140,9200
2145,20150429T000000,3,1,1210,7636,1,0,0,4,7,1210,0,1952,0,98118,47.5377,-122.266,1530,5900
2146,20141007T000000,4,1.75,2020,10332,1,0,0,3,7,1010,1010,1954,0,98168,47.5059,-122.303,2240,8379
2147,20140626T000000,3,2,2270,11989,1,0,0,4,9,2270,0,1968,0,98040,47.5434,-122.229,2880,12439
2148,20140825T000000,3,2.5,2140,7715,2,0,0,3,7,2140,0,1991,0,98198,47.384,-122.322,1990,7628
2149,20140729T000000,3,3,2960,42159,2,0,0,3,10,2960,0,1995,0,98052,47.7183,-122.1,2640,25209
2150,20141028T000000,3,2.5,3760,5260,2,0,0,3,9,3230,530,2002,0,98029,47.5489,-122.007,3080,5312
2151,20140829T000000,2,1,1020,5000,1,0,0,4,7,1020,0,1916,0,98117,47.6781,-122.363,1480,5000
2152,20150427T000000,3,1,1150,2496,1,0,0,3,6,1010,140,1947,0,98126,47.5194,-122.376,1340,1203
2153,20140822T000000,3,1.75,2020,9718,1,0,0,3,8,2020,0,1956,0,98040,47.574,-122.21,2370,8604
2154,20141021T000000,3,2.75,3290,11441,2,0,0,4,10,3290,0,1988,0,98023,47.3052,-122.34,2600,12070
2155,20140623T000000,4,2.5,1540,1860,2,0,0,3,8,1540,0,2014,0,98029,47.5521,-121.999,1210,1090
2156,20150319T000000,3,2,1310,6265,1,0,0,3,7,1310,0,1988,0,98038,47.3893,-122.051,1100,6360
2157,20140911T000000,3,2,2460,53882,1,1,4,3,7,2460,0,1955,0,98198,47.3811,-122.325,2660,32625
2158,20150325T000000,3,1,1240,7194,1,0,0,3,6,1090,150,1936,0,98011,47.7636,-122.202,2090,8514
2159,20150209T000000,3,1.75,1410,15134,1,0,0,3,7,1410,0,1980,0,98014,47.6931,-121.921,1770,15337
2160,20141208T000000,3,1.75,1440,8050,1,0,0,3,8,1440,0,1985,0,98023,47.3187,-122.39,1790,7488
2161,20141110T000000,5,1.5,1550,9750,1,0,0,4,7,1550,0,1966,0,98033,47.6811,-122.169,1970,9750
2162,20140508T000000,6,3,3510,5760,2.5,0,0,4,10,3510,0,1906,0,98112,47.6263,-122.312,3450,5760
2163,20141027T000000,2,1,1390,19988,1,0,2,4,7,1390,0,1949,0,98198,47.3985,-122.321,2580,10490
2164,20140827T000000,3,1,1250,21303,1,0,0,3,6,1250,0,1970,0,98053,47.6625,-122.059,1250,17920
2165,20141010T000000,3,1,1250,10094,1,0,0,4,6,1250,0,1927,0,98045,47.4987,-121.781,1300,10094
2166,20140529T000000,4,1.75,1640,4240,1,0,0,5,7,920,720,1921,0,98117,47.6766,-122.368,1300,4240
2167,20150130T000000,3,2.5,1760,1755,3.5,0,0,3,8,1760,0,1998,0,98105,47.6688,-122.279,1700,1721
2168,20141226T000000,4,1.5,1430,4163,1.5,0,0,3,7,1430,0,1910,0,98199,47.6606,-122.397,1500,4000
2169,20140522T000000,4,3.25,3090,6744,2,0,4,3,9,3090,0,1923,2015,98177,47.768,-122.388,2020,6656
2170,20140505T000000,3,2.5,2230,4000,2,0,0,3,7,2230,0,1954,0,98144,47.5801,-122.306,1310,4000
2171,20140716T000000,4,2.5,3650,7784,2,0,0,3,9,3650,0,2006,0,98052,47.7066,-122.101,3150,6442
2172,20140703T000000,4,2.75,2640,35070,1.5,0,0,3,8,2640,0,1963,0,98058,47.4242,-122.181,2520,34986
2173,20140708T000000,2,2,1170,1890,1.5,0,1,4,8,1170,0,1927,0,98119,47.6402,-122.371,2160,4000
2174,20141107T000000,4,2.25,2880,9996,1,0,0,4,8,1920,960,1981,0,98072,47.7584,-122.143,2410,10584
2175,20150317T000000,3,1.5,1570,12412,1,0,3,3,8,1570,0,1954,0,98166,47.438,-122.349,2130,12412
2176,20150312T000000,2,1,1380,9251,1,0,0,3,7,1380,0,1940,0,98028,47.7486,-122.249,1870,12158
2177,20140528T000000,6,2.75,3610,17580,1,0,4,5,9,2070,1540,1959,0,98075,47.5739,-122.069,2890,14060
2178,20150225T000000,3,2,1250,1306,3,0,0,3,7,1250,0,2000,0,98107,47.6705,-122.39,1320,1306
2179,20150421T000000,3,2.5,3510,9824,2,0,0,3,9,3510,0,2002,0,98075,47.5635,-122.032,3510,10588
2180,20141020T000000,3,1,1200,16000,1,0,0,3,7,1200,0,1970,0,98072,47.7452,-122.101,1960,15500
2181,20141202T000000,5,1.75,1790,9335,2,0,0,5,8,1790,0,1952,0,98004,47.5945,-122.201,1840,9612
2182,20150220T000000,3,1.75,1730,6900,1,0,0,4,7,1130,600,1976,0,98031,47.3915,-122.188,1950,7200
2183,20141203T000000,4,1,2180,10617,1.5,0,0,3,7,2180,0,1950,0,98155,47.7522,-122.307,1360,9519
2184,20141029T000000,2,1,1140,101529,1.5,0,0,3,6,1140,0,1932,0,98092,47.2592,-122.228,1580,101529
2185,20140923T000000,4,2.5,2440,5001,2,0,0,3,8,2440,0,2005,0,98056,47.5108,-122.193,2260,5001
2186,20141010T000000,3,2.25,2380,6000,1,0,0,3,8,2040,340,1961,0,98115,47.6955,-122.275,1680,7200
2187,20140714T000000,3,1,1250,7015,1,0,0,3,7,1250,0,1958,0,98188,47.4548,-122.29,1510,11460
2188,20140606T000000,2,2.25,2460,16940,1.5,0,4,4,9,1930,530,1936,0,98117,47.6792,-122.404,2260,6851
2189,20150302T000000,3,2.5,1700,7000,2,0,0,3,7,1700,0,1996,0,98038,47.3798,-122.025,1950,7000
2190,20140725T000000,4,2.75,2160,4205,1,0,3,3,7,1080,1080,1969,0,98125,47.7081,-122.276,2450,6014
2191,20141010T000000,3,2.5,1880,5500,2,0,0,4,7,1880,0,1947,2007,98199,47.657,-122.393,1230,5500
2192,20150304T000000,3,1.75,1990,13000,2,0,3,3,9,1990,0,1980,0,98028,47.7439,-122.262,2880,11340
2193,20140723T000000,4,1,2500,35802,1.5,0,0,3,7,2500,0,1955,0,98005,47.6488,-122.153,2880,40510
2194,20140911T000000,3,2.5,1780,4650,2,0,0,3,7,1780,0,2011,0,98038,47.386,-122.047,3050,3848
2195,20141125T000000,4,4.25,4980,13000,2,0,3,3,9,3080,1900,1982,0,98052,47.6406,-122.101,2840,11308
2196,20140723T000000,2,1,890,5423,1,0,0,3,6,890,0,1946,0,98117,47.6966,-122.368,1690,5993
2197,20140723T000000,4,2.5,2440,5350,2,0,0,3,7,2440,0,2003,0,98059,47.4891,-122.149,2440,5090
2198,20140923T000000,4,2.75,2240,5400,2,0,0,4,7,1540,700,1940,0,98116,47.5785,-122.402,1830,5000
2199,20141120T000000,3,1.5,1550,40752,1,0,0,5,7,1550,0,1954,0,98031,47.394,-122.202,1550,8000
2200,20140806T000000,5,3.25,3420,5669,2,0,0,3,9,2620,800,2003,0,98027,47.5366,-122.067,3310,6006
2201,20141018T000000,5,3.25,3680,6060,2,0,0,5,9,2630,1050,1925,0,98112,47.6341,-122.304,3050,5850
2202,20140729T000000,4,1.75,1910,6731,1,0,0,4,7,1210,700,1953,0,98116,47.5693,-122.391,1780,6350
2203,20150226T000000,3,1.75,1780,5175,1,0,0,4,7,990,790,1927,0,98116,47.5696,-122.386,1780,5175
2204,20150302T000000,3,1.75,1210,7500,1,0,0,3,7,1210,0,1951,0,98027,47.5294,-122.033,1250,6000
2205,20150220T000000,3,1.75,1450,5858,1,0,0,4,7,1450,0,1991,0,98038,47.3482,-122.037,1520,6573
2206,20140530T000000,4,2.25,1820,20349,1,0,0,5,8,1340,480,1977,0,98072,47.7415,-122.096,1270,12800
2207,20140806T000000,2,1.5,1670,9880,1,0,0,4,7,1670,0,1941,1963,98146,47.4864,-122.348,1670,9807
2208,20140729T000000,3,1,980,7560,1,0,0,3,7,980,0,1951,0,98126,47.5256,-122.375,1300,7560
2209,20140820T000000,3,1.5,1120,8366,1,0,0,3,7,1120,0,1968,0,98042,47.3632,-122.11,1260,9000
2210,20140825T000000,4,2.5,1800,5070,1,0,0,5,7,1080,720,1979,0,98118,47.5303,-122.28,1870,5365
2211,20140822T000000,2,1.75,1250,7680,1,0,0,3,7,1250,0,1922,1968,98126,47.5242,-122.371,1250,7680
2212,20150204T000000,4,1.75,1700,10230,1,0,0,3,8,1320,380,1959,0,98133,47.7453,-122.351,2000,8006
2213,20140813T000000,2,1,880,4000,1,0,0,4,6,880,0,1916,0,98106,47.5331,-122.352,1430,4000
2214,20150126T000000,4,2.5,2490,9346,2,0,2,3,9,2490,0,1996,0,98042,47.3831,-122.147,2650,9454
2215,20140912T000000,3,1.5,1210,7560,1,0,0,3,7,1210,0,1941,0,98126,47.5255,-122.374,980,7560
2216,20140822T000000,3,1,1380,5400,1,0,0,4,7,1380,0,1954,0,98125,47.7134,-122.288,1190,6075
2217,20141103T000000,3,2.25,1620,10850,1,0,0,3,7,1620,0,1966,0,98055,47.4437,-122.194,1910,10568
2218,20140822T000000,3,2,1800,11419,1,0,0,3,8,1800,0,1989,0,98092,47.2623,-122.217,2220,11406
2219,20141023T000000,4,2.5,1980,4745,2,0,0,3,7,1980,0,2004,0,98038,47.3495,-122.04,1980,4878
2220,20140619T000000,4,2,1790,14690,1,0,1,4,7,1670,120,1960,0,98198,47.3965,-122.321,2440,10664
2221,20140623T000000,5,2.5,1740,8750,1,0,0,4,7,1740,0,1959,0,98198,47.3904,-122.299,1740,8750
2222,20141022T000000,3,1,1180,8474,1.5,0,0,3,7,1180,0,1956,0,98155,47.7416,-122.327,1180,7200
2223,20140814T000000,3,2.25,1830,7770,1,0,0,4,7,1400,430,1977,0,98042,47.3925,-122.161,1960,7272
2224,20140527T000000,3,2,1560,8640,1,0,0,5,7,1560,0,1967,0,98034,47.7294,-122.186,1970,8625
2225,20150402T000000,3,1,2200,21450,1,0,0,4,9,1600,600,1952,0,98166,47.4527,-122.372,1880,11250
2226,20141224T000000,5,3.5,3990,10120,2,0,0,3,9,2820,1170,1990,0,98011,47.741,-122.208,2750,9622
2227,20140625T000000,3,1.75,2030,17100,1,0,0,4,7,2030,0,1953,0,98166,47.451,-122.365,1950,14400
2228,20140723T000000,3,1,1130,8201,1,0,0,5,6,1130,0,1948,0,98155,47.7359,-122.306,1180,8203
2229,20140502T000000,4,2.5,2820,8408,2,0,0,3,9,2820,0,2014,0,98155,47.7538,-122.325,1300,8408
2230,20140801T000000,5,3,2240,19090,1,0,0,4,8,1700,540,1968,0,98058,47.4416,-122.149,2280,20000
2231,20140626T000000,4,2.5,2580,5476,2,0,0,3,8,2580,0,2005,0,98031,47.4042,-122.205,2900,5476
2232,20150402T000000,3,3.5,3240,23522,2,0,0,3,10,2130,1110,1992,0,98010,47.3388,-122.033,3180,23273
2233,20150423T000000,4,2.5,1640,6000,2,0,0,3,7,1640,0,2011,0,98106,47.559,-122.365,1640,4800
2234,20150427T000000,5,2.5,4310,28008,2,0,0,3,10,4310,0,1988,0,98053,47.6662,-122.056,3170,28559
2235,20140624T000000,4,3.25,4690,14930,2,0,2,3,10,3680,1010,1995,0,98155,47.7718,-122.283,2910,13320
2236,20150428T000000,3,2.25,1850,12000,1,0,0,4,7,1300,550,1977,0,98072,47.7408,-122.101,1580,12616
2237,20141113T000000,3,1.5,1000,6914,1,0,0,3,7,1000,0,1947,0,98125,47.7144,-122.319,1000,6947
2238,20141113T000000,4,2.5,2850,11000,2,0,0,3,8,2850,0,1998,0,98052,47.6759,-122.161,1720,11000
2239,20140916T000000,4,1.75,2120,4000,1.5,0,0,4,8,1920,200,1929,0,98105,47.6601,-122.275,2300,4000
2240,20140930T000000,3,1.5,1030,7184,1,0,0,4,7,1030,0,1968,0,98056,47.5069,-122.189,1330,7262
2241,20141020T000000,4,3,4370,217882,2,0,0,3,10,4370,0,1984,0,98053,47.6573,-122.034,2430,35096
2242,20140725T000000,4,1.75,4060,5500,2,0,0,5,9,2660,1400,1924,0,98102,47.6437,-122.321,3320,5500
2243,20140729T000000,4,2.5,3080,4553,2.5,0,0,3,8,3080,0,2008,0,98052,47.7066,-122.112,2750,4929
2244,20140807T000000,4,1,1450,6820,1.5,0,0,3,6,1450,0,1947,0,98133,47.7061,-122.347,1450,6820
2245,20140515T000000,3,2.25,1590,7748,2,0,0,4,7,1590,0,1991,0,98003,47.2857,-122.3,1590,7606
2246,20141112T000000,2,1.75,1550,4257,1,0,3,3,7,830,720,1953,0,98136,47.5274,-122.384,1920,5100
2247,20150128T000000,4,2.5,1904,8200,2,0,0,5,7,1904,0,1999,0,98010,47.3107,-122.001,1560,12426
2248,20150410T000000,3,1.75,2620,8280,1,0,0,4,7,1330,1290,1948,0,98177,47.7235,-122.359,1530,8160
2249,20141212T000000,4,0.5,2300,5570,2,0,0,3,8,2300,0,1996,0,98092,47.3285,-122.168,1820,6371
2250,20140506T000000,4,2.5,2000,5684,2,0,0,3,8,2000,0,1996,0,98028,47.7443,-122.22,2210,7066
2251,20140617T000000,4,2,1450,8400,1.5,0,0,4,7,1450,0,1962,0,98034,47.7285,-122.24,1450,7440
2252,20140604T000000,3,1,1010,5400,1,0,0,3,6,1010,0,1959,0,98144,47.5746,-122.293,960,5400
2253,20140729T000000,3,1,1090,10114,1,0,0,4,7,1090,0,1955,0,98002,47.2975,-122.223,1380,7800
2254,20141125T000000,3,2.5,1650,5000,2,0,0,3,8,1650,0,1985,0,98023,47.3206,-122.394,1720,5000
2255,20141218T000000,3,1.5,2400,8215,1,0,0,3,7,1200,1200,1961,0,98146,47.5001,-122.338,1460,8217
2256,20141118T000000,4,2.25,1500,5393,2,0,0,3,7,1500,0,1999,0,98001,47.3378,-122.263,1700,5917
2257,20150420T000000,3,1.75,1890,100623,1,0,3,3,8,1890,0,1978,0,98053,47.6454,-121.978,2110,50529
2258,20150202T000000,2,1.5,1160,3838,2,0,0,3,7,1160,0,1983,0,98034,47.7255,-122.164,1410,3780
2259,20140922T000000,4,1,1420,6458,1,0,0,4,7,1420,0,1953,0,98117,47.6988,-122.358,1670,6350
2260,20140624T000000,2,2,1180,9265,1,0,0,3,7,1180,0,1940,0,98125,47.7252,-122.297,460,18000
2261,20140711T000000,3,1.5,1600,7500,1,0,0,3,7,1600,0,1966,0,98034,47.721,-122.182,1700,7500
2262,20150414T000000,3,1.75,1000,8268,1,0,0,3,6,1000,0,1969,0,98072,47.7417,-122.172,1220,7800
2263,20141113T000000,6,2,2320,210830,2,0,0,4,8,2320,0,1962,0,98058,47.398,-122.081,2540,217800
2264,20140522T000000,4,2.25,2350,8140,1,0,0,4,8,1430,920,1977,0,98006,47.5579,-122.129,2640,8700
2265,20150421T000000,2,1,1090,5265,1.5,0,0,4,7,1090,0,1947,0,98105,47.6638,-122.292,2080,4000
2266,20141107T000000,4,2.5,2110,6820,1,0,0,5,7,1530,580,1942,0,98115,47.6882,-122.306,1420,6431
2267,20150406T000000,3,3,1850,5000,1.5,0,0,2,6,1850,0,1900,0,98107,47.6711,-122.386,1360,2500
2268,20140722T000000,3,2,2270,148975,1,0,0,4,6,1270,1000,1900,1980,98056,47.5092,-122.195,2210,17388
2269,20150212T000000,3,1.75,1460,10128,1,0,0,3,8,1460,0,1968,2000,98033,47.6709,-122.167,2240,10154
2270,20140528T000000,3,2,1980,12150,1,0,0,3,9,1980,0,1994,0,98042,47.3657,-122.152,2200,12150
2271,20140827T000000,3,2.5,1590,3381,2,0,0,3,7,1590,0,2000,0,98019,47.7344,-121.986,1820,3383
2272,20140710T000000,4,2,1720,7210,1,0,0,3,7,860,860,1971,0,98034,47.7307,-122.239,1250,7210
2273,20140915T000000,3,2,1300,5000,1,0,0,4,7,1300,0,1983,0,98198,47.3837,-122.304,1630,7500
2274,20140723T000000,4,1.75,1920,7500,1,0,0,4,7,1920,0,1962,0,98198,47.4222,-122.318,1490,8000
2275,20140730T000000,5,2,3540,9970,2,0,3,3,9,3540,0,1970,0,98125,47.7108,-122.277,2280,7195
2276,20140910T000000,4,2.5,2800,5000,2,0,0,3,9,2800,0,2006,0,98038,47.3596,-122.036,2960,5092
2277,20150127T000000,3,2,2250,222156,1,0,0,3,7,2250,0,1987,0,98065,47.542,-121.792,2110,121968
2278,20141114T000000,3,1,1860,9225,1,0,0,3,7,1860,0,1957,0,98198,47.3904,-122.3,1740,12204
2279,20141223T000000,3,3,4230,54977,2,0,3,3,9,3780,450,1951,2000,98166,47.4176,-122.343,2880,27201
2280,20141224T000000,3,1.5,1540,20281,1,0,0,3,7,1540,0,1977,0,98075,47.5817,-122.007,1710,21090
2281,20141013T000000,4,2.5,2580,9450,1,0,0,4,8,1660,920,1959,0,98125,47.703,-122.28,2060,9450
2282,20150213T000000,2,1,1370,5000,1.5,0,0,3,7,1370,0,1905,0,98107,47.6744,-122.383,1500,5000
2283,20141121T000000,3,1,1410,7700,1,0,0,3,7,980,430,1962,0,98058,47.4577,-122.171,1510,7700
2284,20140610T000000,3,3.5,2440,3427,2,0,0,3,7,1990,450,2000,0,98005,47.589,-122.165,2440,2601
2285,20140609T000000,3,2,1350,11805,1,0,0,3,7,1350,0,1986,0,98019,47.7313,-121.971,1350,14200
2286,20140725T000000,3,3.25,3130,28001,1,0,0,3,9,2210,920,1985,0,98072,47.7741,-122.122,2710,34999
2287,20140619T000000,3,2.25,1820,7326,2,0,0,3,8,1820,0,1983,0,98034,47.7133,-122.217,2430,7696
2288,20140812T000000,4,1.75,1940,15909,1,0,0,3,8,970,970,1974,0,98072,47.7578,-122.094,1940,15120
2289,20141205T000000,4,2.25,1990,7320,1,0,0,4,7,1030,960,1965,0,98126,47.5237,-122.376,1320,7320
2290,20150424T000000,4,2.5,3240,13044,2,0,0,4,9,3240,0,1984,0,98040,47.5825,-122.242,2920,13044
2291,20141015T000000,5,4.5,6200,23373,3,0,1,4,11,5050,1150,1988,0,98040,47.5632,-122.215,3700,14486
2292,20140717T000000,3,1.75,1300,6318,1,0,0,3,7,1300,0,1980,0,98001,47.2752,-122.251,1150,8002
2293,20150130T000000,3,1,940,10890,1,0,0,4,5,940,0,1909,0,98001,47.2763,-122.257,1370,10255
2294,20140709T000000,2,2.25,2290,9772,1,0,0,3,8,2290,0,2007,0,98053,47.7199,-122.025,1810,6077
2295,20140521T000000,4,2.5,2340,6420,1,0,2,3,8,1590,750,1964,0,98177,47.7728,-122.386,2110,10856
2296,20141017T000000,4,2,1710,5440,1,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,1620,6696
